Epoch	Train Loss	Test Loss
1	0.17070234754635383	0.36661336223964824
2	0.05730239404437616	0.4100884187915554
3	0.04054790006069712	0.5077647672940607
4	0.027620104827391086	0.49625086465416707
5	0.024722991605079913	0.526710281633351
