Epoch	Train Loss	Test Loss
1	0.24170026380349607	0.38400942512920927
2	0.08447041017386843	0.34291628738502405
3	0.05290854505865889	0.44728856582146187
4	0.037059206803164935	0.49351541978585256
5	0.03363112089059809	0.4395120022939397
6	0.02528391994864625	0.5014639312957788
